date,dept_id,cat_id,store_id,state_id,event_name_1,snap_CA,snap_TX,snap_WI,sales
2013-01-01,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,NewYear,1.0,1.0,0.0,1420.5900000000022
2013-01-01,HOUSEHOLD_1,HOUSEHOLD,WI_3,WI,NewYear,1.0,1.0,0.0,1226.370000000002
2013-01-01,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,NewYear,1.0,1.0,0.0,171.14999999999995
2013-01-01,HOUSEHOLD_2,HOUSEHOLD,CA_2,CA,NewYear,1.0,1.0,0.0,592.9400000000003
2013-01-01,HOUSEHOLD_2,HOUSEHOLD,CA_3,CA,NewYear,1.0,1.0,0.0,707.0200000000008
2013-01-01,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,NewYear,1.0,1.0,0.0,36.22
2013-01-01,HOUSEHOLD_2,HOUSEHOLD,TX_1,TX,NewYear,1.0,1.0,0.0,156.44
2013-01-01,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,NewYear,1.0,1.0,0.0,198.9
2013-01-01,HOUSEHOLD_2,HOUSEHOLD,TX_3,TX,NewYear,1.0,1.0,0.0,108.68
2013-01-01,HOUSEHOLD_2,HOUSEHOLD,WI_1,WI,NewYear,1.0,1.0,0.0,107.16
2013-01-01,HOUSEHOLD_2,HOUSEHOLD,WI_2,WI,NewYear,1.0,1.0,0.0,84.35
2013-01-01,HOUSEHOLD_2,HOUSEHOLD,WI_3,WI,NewYear,1.0,1.0,0.0,80.14
2013-01-02,FOODS_1,FOODS,CA_1,CA,na,1.0,0.0,1.0,583.34
2013-01-02,FOODS_1,FOODS,CA_2,CA,na,1.0,0.0,1.0,1027.68
2013-01-02,FOODS_1,FOODS,CA_3,CA,na,1.0,0.0,1.0,756.2300000000001
2013-01-02,FOODS_1,FOODS,CA_4,CA,na,1.0,0.0,1.0,310.91000000000014
2013-01-02,FOODS_1,FOODS,TX_1,TX,na,1.0,0.0,1.0,420.51000000000016
2013-01-02,FOODS_1,FOODS,TX_2,TX,na,1.0,0.0,1.0,640.2000000000004
2013-01-02,FOODS_1,FOODS,TX_3,TX,na,1.0,0.0,1.0,571.9700000000001
2013-01-02,FOODS_1,FOODS,WI_1,WI,na,1.0,0.0,1.0,550.2300000000001
2013-01-02,FOODS_1,FOODS,WI_2,WI,na,1.0,0.0,1.0,504.07000000000016
2013-01-02,FOODS_1,FOODS,WI_3,WI,na,1.0,0.0,1.0,307.9500000000001
2013-01-02,FOODS_2,FOODS,CA_1,CA,na,1.0,0.0,1.0,1480.9800000000012
2013-01-02,FOODS_2,FOODS,CA_2,CA,na,1.0,0.0,1.0,397.2
2013-01-02,FOODS_2,FOODS,CA_3,CA,na,1.0,0.0,1.0,2411.830000000003
2013-01-02,FOODS_2,FOODS,CA_4,CA,na,1.0,0.0,1.0,694.6500000000003
2013-01-02,FOODS_2,FOODS,TX_1,TX,na,1.0,0.0,1.0,698.8800000000001
2013-01-02,FOODS_2,FOODS,TX_2,TX,na,1.0,0.0,1.0,1059.7800000000002
2013-01-02,FOODS_2,FOODS,TX_3,TX,na,1.0,0.0,1.0,991.8300000000003
2013-01-02,FOODS_2,FOODS,WI_1,WI,na,1.0,0.0,1.0,998.9000000000003
2013-01-02,FOODS_2,FOODS,WI_2,WI,na,1.0,0.0,1.0,1996.4800000000016
2013-01-02,FOODS_2,FOODS,WI_3,WI,na,1.0,0.0,1.0,1344.8100000000004
2013-01-02,FOODS_3,FOODS,CA_1,CA,na,1.0,0.0,1.0,3735.4500000000066
2013-01-02,FOODS_3,FOODS,CA_2,CA,na,1.0,0.0,1.0,2412.730000000001
2013-01-02,FOODS_3,FOODS,CA_3,CA,na,1.0,0.0,1.0,5772.279999999982
2013-01-02,FOODS_3,FOODS,CA_4,CA,na,1.0,0.0,1.0,1753.2400000000025
2013-01-02,FOODS_3,FOODS,TX_1,TX,na,1.0,0.0,1.0,1981.4700000000016
2013-01-02,FOODS_3,FOODS,TX_2,TX,na,1.0,0.0,1.0,3271.0300000000066
2013-01-02,FOODS_3,FOODS,TX_3,TX,na,1.0,0.0,1.0,2176.490000000002
2013-01-02,FOODS_3,FOODS,WI_1,WI,na,1.0,0.0,1.0,2386.890000000004
2013-01-02,FOODS_3,FOODS,WI_2,WI,na,1.0,0.0,1.0,4116.760000000009
2013-01-02,FOODS_3,FOODS,WI_3,WI,na,1.0,0.0,1.0,4181.0900000000065
2013-01-02,HOBBIES_1,HOBBIES,CA_1,CA,na,1.0,0.0,1.0,1064.1900000000003
2013-01-02,HOBBIES_1,HOBBIES,CA_2,CA,na,1.0,0.0,1.0,540.87
2013-01-02,HOBBIES_1,HOBBIES,CA_3,CA,na,1.0,0.0,1.0,1211.130000000001
2013-01-02,HOBBIES_1,HOBBIES,CA_4,CA,na,1.0,0.0,1.0,535.6199999999999
2013-01-02,HOBBIES_1,HOBBIES,TX_1,TX,na,1.0,0.0,1.0,378.51000000000016
2013-01-02,HOBBIES_1,HOBBIES,TX_2,TX,na,1.0,0.0,1.0,765.0500000000003
2013-01-02,HOBBIES_1,HOBBIES,TX_3,TX,na,1.0,0.0,1.0,741.2200000000001
2013-01-02,HOBBIES_1,HOBBIES,WI_1,WI,na,1.0,0.0,1.0,604.19
2013-01-02,HOBBIES_1,HOBBIES,WI_2,WI,na,1.0,0.0,1.0,380.08
2013-01-02,HOBBIES_1,HOBBIES,WI_3,WI,na,1.0,0.0,1.0,463.18000000000006
2013-01-02,HOBBIES_2,HOBBIES,CA_1,CA,na,1.0,0.0,1.0,0.0
2013-01-02,HOBBIES_2,HOBBIES,CA_2,CA,na,1.0,0.0,1.0,12.41
2013-01-02,HOBBIES_2,HOBBIES,CA_3,CA,na,1.0,0.0,1.0,17.59
2013-01-02,HOBBIES_2,HOBBIES,CA_4,CA,na,1.0,0.0,1.0,0.0
2013-01-02,HOBBIES_2,HOBBIES,TX_1,TX,na,1.0,0.0,1.0,4.74
2013-01-02,HOBBIES_2,HOBBIES,TX_2,TX,na,1.0,0.0,1.0,3.9
2013-01-02,HOBBIES_2,HOBBIES,TX_3,TX,na,1.0,0.0,1.0,2.17
2013-01-02,HOBBIES_2,HOBBIES,WI_1,WI,na,1.0,0.0,1.0,0.0
2013-01-02,HOBBIES_2,HOBBIES,WI_2,WI,na,1.0,0.0,1.0,0.23
2013-01-02,HOBBIES_2,HOBBIES,WI_3,WI,na,1.0,0.0,1.0,0.6900000000000001
2013-01-02,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,na,1.0,0.0,1.0,1925.8000000000034
2013-01-02,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,na,1.0,0.0,1.0,1506.7600000000025
2013-01-02,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,na,1.0,0.0,1.0,3278.660000000001
2013-01-02,HOUSEHOLD_1,HOUSEHOLD,CA_4,CA,na,1.0,0.0,1.0,770.4700000000007
2013-01-02,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,na,1.0,0.0,1.0,1373.6000000000024
2013-01-02,HOUSEHOLD_1,HOUSEHOLD,TX_2,TX,na,1.0,0.0,1.0,2045.1200000000024
2013-01-02,HOUSEHOLD_1,HOUSEHOLD,TX_3,TX,na,1.0,0.0,1.0,1575.1800000000023
2013-01-02,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,na,1.0,0.0,1.0,1394.7700000000011
2013-01-02,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,na,1.0,0.0,1.0,2098.560000000004
2013-01-02,HOUSEHOLD_1,HOUSEHOLD,WI_3,WI,na,1.0,0.0,1.0,1940.0500000000025
2013-01-02,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,na,1.0,0.0,1.0,315.91000000000014
2013-01-02,HOUSEHOLD_2,HOUSEHOLD,CA_2,CA,na,1.0,0.0,1.0,533.0500000000004
2013-01-02,HOUSEHOLD_2,HOUSEHOLD,CA_3,CA,na,1.0,0.0,1.0,659.6400000000002
2013-01-02,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,na,1.0,0.0,1.0,45.38999999999999
2013-01-02,HOUSEHOLD_2,HOUSEHOLD,TX_1,TX,na,1.0,0.0,1.0,124.56
2013-01-02,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,na,1.0,0.0,1.0,197.73
2013-01-02,HOUSEHOLD_2,HOUSEHOLD,TX_3,TX,na,1.0,0.0,1.0,96.19
2013-01-02,HOUSEHOLD_2,HOUSEHOLD,WI_1,WI,na,1.0,0.0,1.0,109.75000000000004
2013-01-02,HOUSEHOLD_2,HOUSEHOLD,WI_2,WI,na,1.0,0.0,1.0,163.51
2013-01-02,HOUSEHOLD_2,HOUSEHOLD,WI_3,WI,na,1.0,0.0,1.0,160.72
2013-01-03,FOODS_1,FOODS,CA_1,CA,na,1.0,1.0,1.0,476.7899999999999
2013-01-03,FOODS_1,FOODS,CA_2,CA,na,1.0,1.0,1.0,1022.4500000000003
2013-01-03,FOODS_1,FOODS,CA_3,CA,na,1.0,1.0,1.0,965.4600000000003
2013-01-03,FOODS_1,FOODS,CA_4,CA,na,1.0,1.0,1.0,337.27
2013-01-03,FOODS_1,FOODS,TX_1,TX,na,1.0,1.0,1.0,651.9200000000002
2013-01-03,FOODS_1,FOODS,TX_2,TX,na,1.0,1.0,1.0,1020.9000000000003
2013-01-03,FOODS_1,FOODS,TX_3,TX,na,1.0,1.0,1.0,421.28000000000014
2013-01-03,FOODS_1,FOODS,WI_1,WI,na,1.0,1.0,1.0,501.43
2013-01-03,FOODS_1,FOODS,WI_2,WI,na,1.0,1.0,1.0,585.9700000000001
2013-01-03,FOODS_1,FOODS,WI_3,WI,na,1.0,1.0,1.0,460.78000000000014
2013-01-03,FOODS_2,FOODS,CA_1,CA,na,1.0,1.0,1.0,1474.7900000000018
2013-01-03,FOODS_2,FOODS,CA_2,CA,na,1.0,1.0,1.0,435.00999999999993
2013-01-03,FOODS_2,FOODS,CA_3,CA,na,1.0,1.0,1.0,2272.000000000003
2013-01-03,FOODS_2,FOODS,CA_4,CA,na,1.0,1.0,1.0,644.99
2013-01-03,FOODS_2,FOODS,TX_1,TX,na,1.0,1.0,1.0,919.7000000000003
2013-01-03,FOODS_2,FOODS,TX_2,TX,na,1.0,1.0,1.0,1381.1000000000006
2013-01-03,FOODS_2,FOODS,TX_3,TX,na,1.0,1.0,1.0,1236.6900000000007
2013-01-03,FOODS_2,FOODS,WI_1,WI,na,1.0,1.0,1.0,837.0100000000006
2013-01-03,FOODS_2,FOODS,WI_2,WI,na,1.0,1.0,1.0,2574.240000000002
2013-01-03,FOODS_2,FOODS,WI_3,WI,na,1.0,1.0,1.0,1972.3900000000012
2013-01-03,FOODS_3,FOODS,CA_1,CA,na,1.0,1.0,1.0,4244.790000000002
2013-01-03,FOODS_3,FOODS,CA_2,CA,na,1.0,1.0,1.0,2461.8700000000044
2013-01-03,FOODS_3,FOODS,CA_3,CA,na,1.0,1.0,1.0,6080.739999999986
2013-01-03,FOODS_3,FOODS,CA_4,CA,na,1.0,1.0,1.0,1775.2200000000034
2013-01-03,FOODS_3,FOODS,TX_1,TX,na,1.0,1.0,1.0,2578.700000000006
2013-01-03,FOODS_3,FOODS,TX_2,TX,na,1.0,1.0,1.0,3759.810000000008
2013-01-03,FOODS_3,FOODS,TX_3,TX,na,1.0,1.0,1.0,2704.220000000005
2013-01-03,FOODS_3,FOODS,WI_1,WI,na,1.0,1.0,1.0,2574.1300000000047
2013-01-03,FOODS_3,FOODS,WI_2,WI,na,1.0,1.0,1.0,4825.989999999997
2013-01-03,FOODS_3,FOODS,WI_3,WI,na,1.0,1.0,1.0,4847.829999999991
2013-01-03,HOBBIES_1,HOBBIES,CA_1,CA,na,1.0,1.0,1.0,1075.5400000000004
2013-01-03,HOBBIES_1,HOBBIES,CA_2,CA,na,1.0,1.0,1.0,458.52
2013-01-03,HOBBIES_1,HOBBIES,CA_3,CA,na,1.0,1.0,1.0,1605.8000000000006
2013-01-03,HOBBIES_1,HOBBIES,CA_4,CA,na,1.0,1.0,1.0,506.00000000000006
2013-01-03,HOBBIES_1,HOBBIES,TX_1,TX,na,1.0,1.0,1.0,378.17999999999984
2013-01-03,HOBBIES_1,HOBBIES,TX_2,TX,na,1.0,1.0,1.0,1054.8100000000004
2013-01-03,HOBBIES_1,HOBBIES,TX_3,TX,na,1.0,1.0,1.0,996.62
2013-01-03,HOBBIES_1,HOBBIES,WI_1,WI,na,1.0,1.0,1.0,596.2599999999999
2013-01-03,HOBBIES_1,HOBBIES,WI_2,WI,na,1.0,1.0,1.0,237.13
2013-01-03,HOBBIES_1,HOBBIES,WI_3,WI,na,1.0,1.0,1.0,559.9299999999997
2013-01-03,HOBBIES_2,HOBBIES,CA_1,CA,na,1.0,1.0,1.0,0.0
2013-01-03,HOBBIES_2,HOBBIES,CA_2,CA,na,1.0,1.0,1.0,1.84
2013-01-03,HOBBIES_2,HOBBIES,CA_3,CA,na,1.0,1.0,1.0,0.0
2013-01-03,HOBBIES_2,HOBBIES,CA_4,CA,na,1.0,1.0,1.0,0.0
2013-01-03,HOBBIES_2,HOBBIES,TX_1,TX,na,1.0,1.0,1.0,0.0
2013-01-03,HOBBIES_2,HOBBIES,TX_2,TX,na,1.0,1.0,1.0,10.21
2013-01-03,HOBBIES_2,HOBBIES,TX_3,TX,na,1.0,1.0,1.0,28.29
2013-01-03,HOBBIES_2,HOBBIES,WI_1,WI,na,1.0,1.0,1.0,0.92
2013-01-03,HOBBIES_2,HOBBIES,WI_2,WI,na,1.0,1.0,1.0,0.0
2013-01-03,HOBBIES_2,HOBBIES,WI_3,WI,na,1.0,1.0,1.0,0.0
2013-01-03,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,na,1.0,1.0,1.0,1937.6900000000035
2013-01-03,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,na,1.0,1.0,1.0,1478.6300000000012
2013-01-03,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,na,1.0,1.0,1.0,3224.0199999999986
2013-01-03,HOUSEHOLD_1,HOUSEHOLD,CA_4,CA,na,1.0,1.0,1.0,562.9700000000006
2013-01-03,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,na,1.0,1.0,1.0,1493.8400000000015
2013-01-03,HOUSEHOLD_1,HOUSEHOLD,TX_2,TX,na,1.0,1.0,1.0,1943.140000000004
2013-01-03,HOUSEHOLD_1,HOUSEHOLD,TX_3,TX,na,1.0,1.0,1.0,1847.6600000000024
2013-01-03,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,na,1.0,1.0,1.0,1362.4400000000023
2013-01-03,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,na,1.0,1.0,1.0,2264.5400000000022
2013-01-03,HOUSEHOLD_1,HOUSEHOLD,WI_3,WI,na,1.0,1.0,1.0,2127.7900000000013
2013-01-03,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,na,1.0,1.0,1.0,299.61000000000007
2013-01-03,HOUSEHOLD_2,HOUSEHOLD,CA_2,CA,na,1.0,1.0,1.0,648.1800000000002
2013-01-03,HOUSEHOLD_2,HOUSEHOLD,CA_3,CA,na,1.0,1.0,1.0,759.1200000000006
2013-01-03,HOUSEHOLD_2,HOUSEHOLD,CA_4,CA,na,1.0,1.0,1.0,61.85999999999999
2013-01-03,HOUSEHOLD_2,HOUSEHOLD,TX_1,TX,na,1.0,1.0,1.0,152.23999999999995
2013-01-03,HOUSEHOLD_2,HOUSEHOLD,TX_2,TX,na,1.0,1.0,1.0,194.18
2013-01-03,HOUSEHOLD_2,HOUSEHOLD,TX_3,TX,na,1.0,1.0,1.0,113.76
2013-01-03,HOUSEHOLD_2,HOUSEHOLD,WI_1,WI,na,1.0,1.0,1.0,85.02999999999999
2013-01-03,HOUSEHOLD_2,HOUSEHOLD,WI_2,WI,na,1.0,1.0,1.0,191.98
2013-01-03,HOUSEHOLD_2,HOUSEHOLD,WI_3,WI,na,1.0,1.0,1.0,154.01
2013-01-04,FOODS_1,FOODS,CA_1,CA,na,1.0,0.0,0.0,613.88
2013-01-04,FOODS_1,FOODS,CA_2,CA,na,1.0,0.0,0.0,829.1900000000003
2013-01-04,FOODS_1,FOODS,CA_3,CA,na,1.0,0.0,0.0,1107.64
2013-01-04,FOODS_1,FOODS,CA_4,CA,na,1.0,0.0,0.0,339.9899999999999
2013-01-04,FOODS_1,FOODS,TX_1,TX,na,1.0,0.0,0.0,420.83
2013-01-04,FOODS_1,FOODS,TX_2,TX,na,1.0,0.0,0.0,704.81
2013-01-04,FOODS_1,FOODS,TX_3,TX,na,1.0,0.0,0.0,506.91000000000014
2013-01-04,FOODS_1,FOODS,WI_1,WI,na,1.0,0.0,0.0,441.28000000000014
2013-01-04,FOODS_1,FOODS,WI_2,WI,na,1.0,0.0,0.0,515.9499999999998
2013-01-04,FOODS_1,FOODS,WI_3,WI,na,1.0,0.0,0.0,501.58
2013-01-04,FOODS_2,FOODS,CA_1,CA,na,1.0,0.0,0.0,1578.450000000002
2013-01-04,FOODS_2,FOODS,CA_2,CA,na,1.0,0.0,0.0,400.18
2013-01-04,FOODS_2,FOODS,CA_3,CA,na,1.0,0.0,0.0,1970.2500000000034
2013-01-04,FOODS_2,FOODS,CA_4,CA,na,1.0,0.0,0.0,703.0600000000003
2013-01-04,FOODS_2,FOODS,TX_1,TX,na,1.0,0.0,0.0,670.72
2013-01-04,FOODS_2,FOODS,TX_2,TX,na,1.0,0.0,0.0,1221.7600000000004
2013-01-04,FOODS_2,FOODS,TX_3,TX,na,1.0,0.0,0.0,793.28
2013-01-04,FOODS_2,FOODS,WI_1,WI,na,1.0,0.0,0.0,1061.2600000000011
2013-01-04,FOODS_2,FOODS,WI_2,WI,na,1.0,0.0,0.0,1431.5400000000006
2013-01-04,FOODS_2,FOODS,WI_3,WI,na,1.0,0.0,0.0,1061.8200000000006
2013-01-04,FOODS_3,FOODS,CA_1,CA,na,1.0,0.0,0.0,4480.970000000003
2013-01-04,FOODS_3,FOODS,CA_2,CA,na,1.0,0.0,0.0,2448.290000000003
2013-01-04,FOODS_3,FOODS,CA_3,CA,na,1.0,0.0,0.0,6101.439999999983
2013-01-04,FOODS_3,FOODS,CA_4,CA,na,1.0,0.0,0.0,1994.3100000000024
2013-01-04,FOODS_3,FOODS,TX_1,TX,na,1.0,0.0,0.0,2202.060000000003
2013-01-04,FOODS_3,FOODS,TX_2,TX,na,1.0,0.0,0.0,3066.340000000006
2013-01-04,FOODS_3,FOODS,TX_3,TX,na,1.0,0.0,0.0,2335.5500000000025
2013-01-04,FOODS_3,FOODS,WI_1,WI,na,1.0,0.0,0.0,2975.660000000008
2013-01-04,FOODS_3,FOODS,WI_2,WI,na,1.0,0.0,0.0,3717.760000000008
2013-01-04,FOODS_3,FOODS,WI_3,WI,na,1.0,0.0,0.0,3642.040000000007
2013-01-04,HOBBIES_1,HOBBIES,CA_1,CA,na,1.0,0.0,0.0,1309.9100000000005
2013-01-04,HOBBIES_1,HOBBIES,CA_2,CA,na,1.0,0.0,0.0,653.2899999999997
2013-01-04,HOBBIES_1,HOBBIES,CA_3,CA,na,1.0,0.0,0.0,1368.5600000000009
2013-01-04,HOBBIES_1,HOBBIES,CA_4,CA,na,1.0,0.0,0.0,455.00999999999993
2013-01-04,HOBBIES_1,HOBBIES,TX_1,TX,na,1.0,0.0,0.0,485.32000000000005
2013-01-04,HOBBIES_1,HOBBIES,TX_2,TX,na,1.0,0.0,0.0,1091.8900000000003
2013-01-04,HOBBIES_1,HOBBIES,TX_3,TX,na,1.0,0.0,0.0,776.38
2013-01-04,HOBBIES_1,HOBBIES,WI_1,WI,na,1.0,0.0,0.0,910.63
2013-01-04,HOBBIES_1,HOBBIES,WI_2,WI,na,1.0,0.0,0.0,314.07999999999987
2013-01-04,HOBBIES_1,HOBBIES,WI_3,WI,na,1.0,0.0,0.0,616.2800000000002
2013-01-04,HOBBIES_2,HOBBIES,CA_1,CA,na,1.0,0.0,0.0,0.23
2013-01-04,HOBBIES_2,HOBBIES,CA_2,CA,na,1.0,0.0,0.0,3.9
2013-01-04,HOBBIES_2,HOBBIES,CA_3,CA,na,1.0,0.0,0.0,15.739999999999998
2013-01-04,HOBBIES_2,HOBBIES,CA_4,CA,na,1.0,0.0,0.0,0.0
2013-01-04,HOBBIES_2,HOBBIES,TX_1,TX,na,1.0,0.0,0.0,2.47
2013-01-04,HOBBIES_2,HOBBIES,TX_2,TX,na,1.0,0.0,0.0,35.15
2013-01-04,HOBBIES_2,HOBBIES,TX_3,TX,na,1.0,0.0,0.0,10.910000000000002
2013-01-04,HOBBIES_2,HOBBIES,WI_1,WI,na,1.0,0.0,0.0,0.23
2013-01-04,HOBBIES_2,HOBBIES,WI_2,WI,na,1.0,0.0,0.0,2.0700000000000003
2013-01-04,HOBBIES_2,HOBBIES,WI_3,WI,na,1.0,0.0,0.0,0.97
2013-01-04,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,na,1.0,0.0,0.0,1965.4200000000033
2013-01-04,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,na,1.0,0.0,0.0,1898.700000000004
2013-01-04,HOUSEHOLD_1,HOUSEHOLD,CA_3,CA,na,1.0,0.0,0.0,3473.06
2013-01-04,HOUSEHOLD_1,HOUSEHOLD,CA_4,CA,na,1.0,0.0,0.0,698.1200000000008
2013-01-04,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,na,1.0,0.0,0.0,1567.4200000000014
